,CDS_CODE,DISTRICT,ETHNIC,GR_12,ENR_TOTAL,GRADS,UC_GRADS,District_Code,Function_Code,Function,Amount
0,1100170000000,Alameda County Office of Education,0,1,29,4,0,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,10945394.960000012
1,1100170000000,Alameda County Office of Education,0,1,29,4,0,10017,5900,Communications                                                                                                                                                                                                                                            ,1087658.8
2,1100170000000,Alameda County Office of Education,0,1,29,4,0,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,248516.98
3,1100170000000,Alameda County Office of Education,0,1,29,4,0,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,992168.53
4,1100170000000,Alameda County Office of Education,1,3,23,2,2,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,10945394.960000012
5,1100170000000,Alameda County Office of Education,1,3,23,2,2,10017,5900,Communications                                                                                                                                                                                                                                            ,1087658.8
6,1100170000000,Alameda County Office of Education,1,3,23,2,2,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,248516.98
7,1100170000000,Alameda County Office of Education,1,3,23,2,2,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,992168.53
8,1100170000000,Alameda County Office of Education,2,13,395,26,10,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,10945394.960000012
9,1100170000000,Alameda County Office of Education,2,13,395,26,10,10017,5900,Communications                                                                                                                                                                                                                                            ,1087658.8
10,1100170000000,Alameda County Office of Education,2,13,395,26,10,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,248516.98
11,1100170000000,Alameda County Office of Education,2,13,395,26,10,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,992168.53
12,1100170000000,Alameda County Office of Education,3,2,33,2,0,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,10945394.960000012
13,1100170000000,Alameda County Office of Education,3,2,33,2,0,10017,5900,Communications                                                                                                                                                                                                                                            ,1087658.8
14,1100170000000,Alameda County Office of Education,3,2,33,2,0,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,248516.98
15,1100170000000,Alameda County Office of Education,3,2,33,2,0,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,992168.53
16,1100170000000,Alameda County Office of Education,4,3,42,12,6,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,10945394.960000012
17,1100170000000,Alameda County Office of Education,4,3,42,12,6,10017,5900,Communications                                                                                                                                                                                                                                            ,1087658.8
18,1100170000000,Alameda County Office of Education,4,3,42,12,6,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,248516.98
19,1100170000000,Alameda County Office of Education,4,3,42,12,6,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,992168.53
20,1100170000000,Alameda County Office of Education,5,102,816,196,88,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,10945394.960000012
21,1100170000000,Alameda County Office of Education,5,102,816,196,88,10017,5900,Communications                                                                                                                                                                                                                                            ,1087658.8
22,1100170000000,Alameda County Office of Education,5,102,816,196,88,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,248516.98
23,1100170000000,Alameda County Office of Education,5,102,816,196,88,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,992168.53
24,1100170000000,Alameda County Office of Education,6,62,597,134,66,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,10945394.960000012
25,1100170000000,Alameda County Office of Education,6,62,597,134,66,10017,5900,Communications                                                                                                                                                                                                                                            ,1087658.8
26,1100170000000,Alameda County Office of Education,6,62,597,134,66,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,248516.98
27,1100170000000,Alameda County Office of Education,6,62,597,134,66,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,992168.53
28,1100170000000,Alameda County Office of Education,7,29,875,100,20,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,10945394.960000012
29,1100170000000,Alameda County Office of Education,7,29,875,100,20,10017,5900,Communications                                                                                                                                                                                                                                            ,1087658.8
30,1100170000000,Alameda County Office of Education,7,29,875,100,20,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,248516.98
31,1100170000000,Alameda County Office of Education,7,29,875,100,20,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,992168.53
32,1100170000000,Alameda County Office of Education,9,7,152,10,2,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,10945394.960000012
33,1100170000000,Alameda County Office of Education,9,7,152,10,2,10017,5900,Communications                                                                                                                                                                                                                                            ,1087658.8
34,1100170000000,Alameda County Office of Education,9,7,152,10,2,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,248516.98
35,1100170000000,Alameda County Office of Education,9,7,152,10,2,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,992168.53
36,1611190000000,Alameda Unified,1,3,20,2,0,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3445023.9700000007
37,1611190000000,Alameda Unified,1,3,20,2,0,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,701796.73
38,1611190000000,Alameda Unified,1,3,20,2,0,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,458876.81
39,1611190000000,Alameda Unified,2,330,1511,602,416,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3445023.9700000007
40,1611190000000,Alameda Unified,2,330,1511,602,416,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,701796.73
41,1611190000000,Alameda Unified,2,330,1511,602,416,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,458876.81
42,1611190000000,Alameda Unified,3,15,78,24,2,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3445023.9700000007
43,1611190000000,Alameda Unified,3,15,78,24,2,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,701796.73
44,1611190000000,Alameda Unified,3,15,78,24,2,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,458876.81
45,1611190000000,Alameda Unified,4,92,467,170,62,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3445023.9700000007
46,1611190000000,Alameda Unified,4,92,467,170,62,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,701796.73
47,1611190000000,Alameda Unified,4,92,467,170,62,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,458876.81
48,1611190000000,Alameda Unified,5,148,1054,236,104,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3445023.9700000007
